Id,ProductClassificationId,Isin,IsSecondaryMarket,Code,ExchangeCode,AssetId,AssetName,AssetCurrency,Currency,Status,FollowCode,IsSiat,AssetNMP,AssetIsin,AssetNMPExchangeCode,AssetDecimalPlaces,AssetRic,MarketingAssetNMPExchangeCode,MarketingAssetNMP,MarketingAssetId,MarketingAssetISIN,MarketingAssetRic,MigratedToOneFlow,MaturityDate,AssetCurrencyRaw,TodayBarrierHitDate,IssueDate,Venue,IsPanther,EsgEligible,FkAssetType,PutOrCall,Ratio,Strike,BarrierTurboCertificate,CurrentLeverage,IsQuanto,Bid,Offer,BrokerLinks,RatioSuffix,StrikeSuffix,BarrierTurboCertificateSuffix,CurrentLeverageDecimalPlaces,_asset_name,_typ,FactorLeverage,StrategyExtended,ManagementFee,AdaptionEvent,BarrierAbsoluteLevel,_spot
5385412,47,DE000SX3YKZ0,False,SX3YKZ,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-05-02T00:00:00,,False,,2,Call,100.0,6059.250802,6059.250802,4.64120463388395,False,14.29,14.3,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6609759,47,DE000FC72VG2,False,FC72VG,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-24T00:00:00,,False,,2,Call,100.0,7263.81839,7263.81839,16.7722270504838,False,3.95,3.96,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6537126,47,DE000FC7CVH2,False,FC7CVH,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-01T00:00:00,,False,,2,Call,100.0,6663.589831,6663.589831,7.29846050723112,False,9.1,9.11,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6579573,47,DE000FC7SS50,False,FC7SS5,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-16T00:00:00,,False,,2,Call,100.0,7154.563913,7154.563913,13.5825636532521,False,4.89,4.9,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5351189,47,DE000SX3TA78,False,SX3TA7,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-04-22T00:00:00,,False,,2,Call,100.0,5633.035603,5633.035603,3.69386217738166,False,17.97,17.98,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6701166,47,DE000FC8TKQ8,False,FC8TKQ,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-05-22T00:00:00,,False,,2,Put,100.0,8172.905003,8172.905003,16.4395795885185,False,4.02,4.03,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
4819622,47,DE000SJ2KBZ8,False,SJ2KBZ,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2024-11-11T00:00:00,,False,,2,Put,100.0,8077.655213,8077.655213,20.6260742786648,False,3.19,3.2,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6948744,47,DE000FG5Y7X4,False,FG5Y7X,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-08-04T00:00:00,,False,,2,Call,100.0,7597.940361,7597.940361,59.8338790720256,False,1.11,1.12,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5097755,47,DE000SX1DG31,False,SX1DG3,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-02-17T00:00:00,,False,,2,Put,100.0,8377.357505,8377.357505,11.4912341213506,False,5.76,5.77,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6944353,47,DE000FG5SHB0,False,FG5SHB,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-08-03T00:00:00,,False,,2,Call,100.0,7542.201022,7542.201022,41.773501983897,False,1.57,1.58,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6573884,47,DE000FC7QUJ0,False,FC7QUJ,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-14T00:00:00,,False,,2,Call,100.0,7056.060352,7056.060352,11.5908936844961,False,5.73,5.74,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6581849,45,DE000FE34WB7,False,FE34WB,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-04-17T00:00:00,,False,,2,Put,100.0,9094.191632,8929.477011,5.58615651636365,,11.88,11.89,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5742996,45,DE000FA2BKM0,False,FA2BKM,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-08-13T00:00:00,,False,,2,Put,100.0,8206.365914,8057.477011,15.6272965214609,,4.24,4.25,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
6399957,45,DE000FE07PW3,False,FE07PW,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2026-03-03T00:00:00,,False,,2,Call,100.0,6325.505286,6474.85546,5.55368075406689,,11.95,11.96,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
5482811,45,DE000SJ59TF3,False,SJ59TF,CBDE,693,S&P 500,Pkt,EUR,65,,False,S+P500_INDEX,US78378X1072,CBUL,3,.SPX,,,,,,False,,USD,,2025-05-27T00:00:00,,False,,2,Call,100.0,6244.599687,6391.85546,5.25028063680832,,12.64,12.65,,:1, Pkt, Pkt,1.0,S&P 500,turbo,,,,,,7618.684155499999
